,job_title,salary,company,location,is_remote,job_rating,job_summary,post_date,extract_date,job_url,rate_by,min,max,adjusted_salary,yearly_adjusted_salary,salary_bins
740,"Senior Manager, Omnichannel Data Science & Intelligence","$200,000 a year",Harnham,"New York, NY",,4.6,A rapidly growing CPG organization are looking for an Senior Manager who has experience as a team lead within marketing and business analytics to help them…,30+ days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARICpNo1DhGqfodICOss3ZS6QdhS5AHh5hrs_CHOPYqyMBbpKreu8_0VPK2YpEpLZ5uEQoEocDTbNjK7eTiNdNxHpwqP9afqOQVTO_33doOIt8Z4Y09gPmyLbq8ML0byns4E4gYiX3uOqqaItz6lHG9uqzh14lDwtU72A_zxw2w5hSAOdHaTF69dk20oMIh48_KGLBHlHJZlnseaZLYhi6Xj1XCWZE_tEfgFzCh-hXuoTjda0Y_2bR6Vu4Pi1a0pjlWWNJHqthOYYts33EwqqbAa1eM-h4o4f2DK0TOoucW6iUFsVgzEPEerhlZPjd36k7HSoVoexxfGai9KL7rL07PU3pEuRS8WreCCYbaoaMuoM-6lN8WXoiwDkzCBZB3UFz2pQDPVX9B_TZ3-Dv8b0K_jbEp9WnuStYtx6v_w__ixDp8vuKcKairfB34LTIOjqVTdr_KWqY7-d084tD2wFDfJJQxc0J0edjiwI_-3I08I57B4AdQ6fMzZgQ_ogLEbtOXPEOyuhf9iKH8cFmz11Dh3bn0hz6wMywaJVpwC4Ld4QxWsxRhxwyedsSZoOyM0q-mRUwS8NhxmgY-2jpLlquoA44DKqM7GFTfd2eyIt58R4h0j2pU94b_fgwwqXt2s9f6EORABq8HmMJvKl6RrxcGxYBhdcNwfUgat44upeh38YneN2S8re068BbhvIfMwcdRlRDY9XCoahGAGmMiFDz&p=5&fvj=0&vjs=3,Yearly,200000.0,0.0,200000.0,200000.0,150K - 300K
741,Senior Deep Learning Engineer - Medical Imaging,"$180,000 a year",Harnham,"New York, NY",,4.6,"You will be working with deep learning frameworks, such as Keras and TensorFlow.
Computer vision, healthcare, deep learning, medical imaging, object detection,…",20 days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARICpNo1DhGqfodICOss3ZS6QdhS5AHh5hrs_CHOPYqyMBbpKreu8_0VPK2YpEpLZes1AsYaLVvqgYSnbBvur09TBHpyB2-ruJHLLVGJgjmR6PAtj9lP_TlZwhGMrxHMDH-GbAwg6OZun6p7pzMIMqUzSjRsSK5hvJaqezcvx8Hiy2e2R0yjAECZRJzS1kUAn2tFTW-CKETIyNZRv0RgAmdFxkk20NeVpNIs2K5HE4l44Gnp21XiCbxeTpYVKLDAqxUIzQCEefhMD8SF6iBwUtxDhUQnknJHCAqpXBB7mKktFiPeX1IiZkgc5ykOtqMtJVPlvddJbN_X6WGpC0-aibv35yLxIkvusGOGcu0_63Yrq9RPpdBTNLs2HCv-7VrUqdQKe8Y3RJykJoKFW8T-xLta_FNFlZVENwJ7F5PJsBwcC80Gs44WmT-CKPKlgZK_0jkMqQ1dbp3bpXPTlBixHVfvuk6VNEcLi-kBXsdKq81uivS-CHv-qTdSbE78WGBEhZYdF_IVDOWu7801JE1-kRJS_1KtANki0s7Gnp9ZQ4x3Wkj9TR5kxYNVrT0BbFLSXEYYzoh2QAeeXao6mRmIwu4ealiK_WycaNngtWUPy0XhKbnPeUAwhkd9ijX2xiHHqj1UaGO12cxDyoNja8B5Myo7PNrCLWj8NJYYMTZzFRKKg3BbpoJ_2qxGfuQ9rdPeFYJ1tzbX8F-w==&p=6&fvj=0&vjs=3,Yearly,180000.0,0.0,180000.0,180000.0,150K - 300K
746,"Manager, Marketing Data Science","Up to $170,000 a year",Harnham,"New York, NY",,4.6,"Collecting & cleaning large amounts of customer data using SQL and Google Analytics.
Proven commercial experience handling Paid, Search, Social, Display, and…",27 days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARICpNo1DhGqfodICOss3ZS6QdhS5AHh5hrs_CHOPYqyMBbpKreu8_0VPK2YpEpLaLuvWxRUr63RgoDCQ5GVSMX1Ppf0qtqyVtzxuE9vnHKGvv9k5TRVas7hbJZCaz5aMQsjJkkwygEOlcCk5-r2mG-9W8LvOsV0bEeMvY-ynDSs_nL3-D8vjvhAbibrSLO59XyxDUYGhy6uwMi_gmVTRO6e-pXcc7ski0mNQbdcKVVKYvYt3NRB-IMz2J7O9APw6hfMkYob_hFHR3bAEjky9lfndYUDQeKguAdkFHz-ezt9uyXR2VqIrNR-Cv17X86zdz2x8x_iYBpGMcPz5ANb-GZjtkxuWj526V1qD2zAyDyaavFShFvXmofTnApDeOMxGvrIgkU_prtccWOWqW90sJfKXKy2xE4n0FLeiWDZBhGEsZU419N7CjSO3XGl9Df0bTJuCbcv_Vr1ngXMypiI03LHMHhpKEXFQl0sBMxktE58RYp1bttsGsnAnflGHK17DQ0i_TSwDk71nV-xHAL8wIO7T-LiZxYIzogROEaad529u48Guqm-T2RKANFSTPNLPJv3WIssvHEb1wNXWsEfc1wMnnW9hfFrulpcZ6LXNztdAuD83qX2D7UDmLc1NiINOIMStmSXwFviqm1OpB2s5adwVZMbD90sgBdeuNwpj2PNPQ_eH5Ebwm34_nB5gloBxzTv5S0VqJ2A==&p=11&fvj=0&vjs=3,Yearly,170000.0,0.0,170000.0,170000.0,150K - 300K
747,"Senior Manager, Data Science & AI","Up to $180,000 a year",Harnham,"New York, NY",,4.6,"A leading Life Sciences global enterprise is looking for an experienced Senior Manager, Data Science & AI to lead the successful building of machine learning…",30+ days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARICpNo1DhGqfodICOss3ZS6QdhS5AHh5hrs_CHOPYqyMBbpKreu8_0VPK2YpEpLZ7A2qZV3u2LhNaPCZEajtkJQbiY7Lz-KxVBFj7bSyJ8YNGpZON9T9607h6x-zTno5CaEiXuEYVjS2hOI-R1Jxkv4eR67Jl836Lv17rTY1Y9cFgl2QFlw289wOV84t_WiAnFR7mAiAaLFPImdBBppYBXn3Hb0JmE-mzKgYgThtcGJDuV6vSo8gPiHkpR9kd33b_qeHnrZMQjGfzNMyoQBOTv10S9KovkPC_3K4OY08NBw0mksc_IfHe4OU91HWcH3FT3tCS287MlFdIbEQGgd_q1GfwguXQA4HL05skikZkQFrxYJnkMAwCIm_ExWgxQv3bf49pNSd0sHHpEMVMJn2WNb_lOGTwpM6Q1-TR9NTQsgN8GNUuqUYb5rqz9gu6qVxylKqeFoVfY4RVXuhHSLv8zP11vX9S9Ccld4kFbiacd9rIW4gzMX3UCIZIrJSN-oxqeVue1c2Puds0hWi166XF35EaDqTzgtDgrAB0YcaS_e8PXnTGHbd4_HpON_4K6fUf9cLj4S_L92R8jaUSnBoIXDN8aJQ7daD0FElsuOOhP5hWvPaAoWX5v83k060pMLZThZAb-lKeRadZ_UcDS-NSGqRGsWJOkrnfi6IZvP06mkze6G2MUm7gg8E2qKGwyXSAy5JrhV9Et3nvx2wU91BS&p=12&fvj=0&vjs=3,Yearly,180000.0,0.0,180000.0,180000.0,150K - 300K
748,Digital Data Science Lead,"Up to $150,000 a year",Harnham,"Whippany, NJ",,4.6,"Delivering data-driven, actionable insights to a variety of key stakeholders.
Performing A/B testing and handling existing machine learning models.",24 days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARICpNo1DhGqfodICOss3ZS6QdhS5AHh5hrs_CHOPYqyMBbpKreu8_0VPK2YpEpLYPhkE5wy6NnM99UboSXEQkAA934iiNAUaenrg7rSbv_u8q9Nbg3cURWADrQ_eghbi43qbsqIgBeZTxHlPucKaWlpsdVQAr4Xk2giocP_5R94LV3u44k1KwERlz8ywdEG2mxUlMqtKco_tGG5u8Di6UPoW5mdUKxoXXkqhtTg0q_017EjOHPzSPZoU9iDY986RXhoIywIr8L4iB43vrF7Uoo7QhiR3PoaY_PeA2-P825zQ50PnyIDShGy_GfceSpvl5eWRGdKA4cOYmhJpU655OKCbwYOhzRvXjsqP1tB7DpgoCNzcvyYnePYd_QzFWZyjCvbO9B605OkIK47rWtNLSrbt89JDLC9AB5cBM_bT-Eq_kK5vWnKOA5bpAU8WC0ZI5_1A0aYVH5VbUvQe-X8qXl9Mp7YzvNjlBZHAo6X0emygpi19GrenujRVfWfdVFQRdPfGsCWNB3T8hDUGAZXgIUk94sml6AmtWx4CrOo2K1soSxa1IqH2DmFEPCC-R1dgCXE82RhLuzM657fwD56XxTIxXdVc6qfrthuJPUJnQMImtwbhpY2ZEMChV4d2woFGC6KRHxM9wQh9PdJHHKb7kYJTulKWUhPuzKJblZJZFGFwaxFhg7Ax94yRhsEAVY8wSBEcB15_0lQ==&p=13&fvj=0&vjs=3,Yearly,150000.0,0.0,150000.0,150000.0,120K - 150K
756,"Associate Manager, Data Science","$160,000 a year",Harnham,"New York, NY",,4.6,"Associate Manager, Digital Data Science Consumer Goods Greater New York City $130,000 - $160,000 Are you looking to get into the CPG industry? If you…",30+ days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARICpNo1DhGqfodICOss3ZS6QdhS5AHh5hrs_CHOPYqyMBbpKreu8_0VPK2YpEpLa5v3dtXCGszJ1UTOGH-n357gCCJ3ytse1GjLsDwTxs30s9DKrfK81yI-HYbrmckfFvfaZ4VSYiK3lYIxh0bAnWh41n3xORHWx4U1wmXIjhTAStpM-wG5VaDDHLzwYC0GXQ3pkxqkrTPF6FdUvbylxTpaLQKxnB6T_li8Xft0Q0cOgIIDbhzLo4vVh2NzLJfRw1KAqLAEwKl5fOJ0LFrpJBbPKzJnmqYSvFW3Ks1gkhfoXuOIl2K_QxgzrJ6YKWjw6AABg8-Z2x6J6TLJxhZyztcmEhWELxcYsNl8A6fRZU4atOoEsW3z1CUXFaykVGvcQRjGxEiMfHNtto3Kt5bv7Ya1KS4KQqd1s8l9nggoWp-nwesJLCgVGxUC8OooS5bQFIwMJH_u83ZH1GfuDpId4ZJieKKtwNwfArwMX3SGrWFGtP-pmKxMcpCJjcW-efGcYAarVcEINorjZQgsoC8V5wWTa2sU8dV3w1T302FvrrqdlwMGiMKPEOnBVSvnbuFHVEmrdcJSiaZgXarbM4rBTgrrIiA42Ij1Tkufb3J0EXqO-MJg1CTprNrRWG9gkSTMN09IDA2tUfP_UrWj0Syv5He8xHCpJLZo1dXB0bZ8iB9znPwkB91yzIdOuYu3TniB3yLWhCSMvxpQ==&p=6&fvj=0&vjs=3,Yearly,160000.0,0.0,160000.0,160000.0,150K - 300K
0,Machine Learning Engineer,"$130,000 - $190,000 a year",Transatlantic Reinsurance Co.,"New York, NY",Temporarily remote,,"Supervise the scaling and management of the machine learning modeling ecosystem.
3+ years of demonstrative excellence in building, scaling, and productizing…",30+ days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Aa3D550MIeSUhs2YoqUifVZA2xMvjz_MLWC-CzTLRWqiBd1pjuwMulmqnh49Mls3faRvyu37Y0xd2Y2xVpwxZlyo7VKSG9od7KtfF8lBo7WerD4bZgmDJNq-CweENLSlecc4PQI3cD9A9ps5dsABYZMUOZpnC3gRhiSc3qGvrXG-4t54TAjHIuCKBbwIh2_AKKIXr5xGkrez-st_bpm7zIBMGHOaU9rkpuUM2OOpU1vZSwITqdrznl9S38DzKbHqXGxl2SVVIIVR1oj2v69JvnzeyHWKgT-MA33_2RIgdADLDtIVBrwfqHQqWB5bAG8rNGDZpYbYbuG8Kf1PdWhg5ibHDeNpN-RFOOLIZ-nztuNqnGe-So8kTOE15y5fOkxzhdmNbkwSHfMvRbawk8t2lpdaD1gxDCLJviyf5uOE4rEpj89PQc6KxxCeNxT8NKMdm3aKtaGnzY2jA-urJdaF2u155o1MHrGwA=&p=0&fvj=1&vjs=3,Yearly,130000.0,190000.0,160000.0,160000.0,150K - 300K
2,"Machine Learning Engineer (Part-time, Online, Evenings)",$60 - $100 an hour,American Alliance for International Education,"New York, NY",Remote,,This is a prestigious position in which a successful candidate is expected to leverage his/her experience to instruct some of the world's top university…,30+ days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DZx8YQd2UH9sutpq74qkGWDTDPV_5xHdmYLmVfK6RFKoqVrWnydyUW5C0fntxnUsAaoBlfjpUqxPb_eN4BdcK7Wa5uEu7jDdJZI0Ot_td4l-eway-dALwsZBvLqnKmgQ9W7CDET_dueofj58LnPInuDHUa9bZtOo_kWCZ-VA5IOTCFfysk_jmTekWxFEBkiLuJdJkeyAF1yRmxKM3DghizjP7Lw6-HYX8egGK6zv-G-PHECmf6XOynTjx2FW14JASZe7XU2_Y6FyY8nAL0zSGmOnAt5y3_LCndMhr0bpSPiIgsWKhLXtEEMKc3obzsT1DAoP0Y97lxx41qfWutDzf59bc7v_UaFT2YgoOlKhZ-aJ5pHD9i1O-L-LkSipIotplduHXzNuC5EGtO9bH0KtazWHFk5RhfC9QBnGbbwJ_BhNMYH_QzGbhsud74bSuyl1DIILJ3ilXM_Lm-SLLqQw5bRtoZasYqiFhbPD4DqSYxElzYc8B0NGT5xq5mAjvO4GG1ZVw5JSWHdw==&p=2&fvj=1&vjs=3,Hourly,60.0,100.0,80.0,195520.0,150K - 300K
5,Machine Learning Engineer,"$125,000 - $180,000 a year",Alaffia Technology Solutions,"New York, NY",Temporarily remote,,"Writing production-level machine learning models.
Experience building out production-ready machine learning solutions.
Python, SciPy, PyTorch or Tensorflow.",20 days ago,2021-01-15,https://www.indeed.com/company/Alaffia-Tech-Solutions/jobs/Machine-Learning-Engineer-e47f714b45602502?fccid=fd64b5e3ebf569d1&vjs=3,Yearly,125000.0,180000.0,152500.0,152500.0,150K - 300K
83,Computer Vision Engineer,"$160,000 - $180,000 a year",RiCOMA International Corporation,"New York, NY",Remote,2.7,"Familiarity with CV and DL fundamentals such as feature extraction, CNNs, supervised machine learning, transfer learning and distributed deep learning.",10 days ago,2021-01-15,https://www.indeed.com/company/RiCOMA-International-Corporation/jobs/Computer-Vision-Engineer-3aed47a58fe80dfa?fccid=8b6be36fa9851ef0&vjs=3,Yearly,160000.0,180000.0,170000.0,170000.0,150K - 300K
89,"U.S. based Sr. Data Engineer (SQL, ETL) - Fulltime role","$100,000 - $210,000 a year",Arc,United States,Remote,,"Data & machine learning infrastructure engineer: 3 years (Required).
You have brought machine learning models to production.
Deploy ML models to production.",3 days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B_dnYsI8o5iQo9YW05EcLsXtdZZ5qtsY7g9VcDsqYRQCU7zDSXFfp6PKe7fZom7ejK3DMSVTOUaKCzq3rRqeR4yS7DZ1WQ0jzQccT7qzPNYlBDzvJJeRqoaaEG6hzkNXUV5moQXlqebqe9mJLlvoDLLeHZLX1ecPyL1-_CZcOOLTabhLNJ4dbK1X6QrrXBUWInJJYQD5JuwTSELROy3N3IgdNFR2xHyLei94FImAghq2lhdrFE_eI_aJbWI8o3R9_Yikt34OH8p4-VS4-w9H12Rblsi21cXXCQ0KG7765UdTWT62Nrp7FBESn6JwuCMgoLrLIC0VoVKQ4r4PrL3CebTW0UAaNK6IzC15Kdi8TCd_uWMZIAYWTMOyDPYJgVybPcrhz7mw-fk8dc8exN2ZLPse9-qMbN3ng3gTMcLa9o91dNmSF15mUbQ0iz7a4E2PrUEzXmLSGCZP7J18rnidWcBSfJ982QzbMK0-JGZK8QDxI9M1ve8CJQhNaW6IPLc9A=&p=14&fvj=1&vjs=3,Yearly,100000.0,210000.0,155000.0,155000.0,150K - 300K
142,Lead Software Engineer (AI + Machine Vision),"$50,000 - $100,000 a year",EvTek,"Brooklyn, NY",,,"EvTek is a full-service Recycling Technology Company that helps people, businesses, and municipalities who want money and data for their recyclables.",Today,2021-01-15,https://www.indeed.com/rc/clk?jk=5c0b5ba975d7d58b&fccid=2d64ca62b7bd8a9f&vjs=3,Yearly,50000.0,100000.0,75000.0,75000.0,70K - 90K
222,Cyber Associate Data Engineer,"$54,281 - $75,000 a year",New York City Department: Citywide Cybersecurity |...,"Manhattan, NY",,,"Familiarity with machine learning techniques and machine learning toolkits such as R, scikit-learn, etc;
Our Data Science Team strives to make security data a…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=2f23570b42059be6&fccid=47d9bf3bf0570871&vjs=3,Yearly,54281.0,75000.0,64640.5,64640.5,50K - 70K
266,Cloud Engineer,"$100,000 a year",Source Enterprises,"New York, NY",,4.3,"Automated Platform IaaS deployment, analysis, visualization, machine learning processes, and artificial intelligence integrations.",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=a3a26dd284948536&fccid=1577085fc2290983&vjs=3,Yearly,100000.0,0.0,100000.0,100000.0,90K - 120K
291,Senior Sales Representative,"$100,000 - $150,000 a year",Agara.ai,"New York, NY",Temporarily remote,,"We use proprietary machine learning / AI models that excel in understanding intents from speech, making decisions about the right manner to handle the query and…",7 days ago,2021-01-15,https://www.indeed.com/company/Agara.ai/jobs/Senior-Sales-Representative-c87cb7c2e864070d?fccid=d5955d53372cc84d&vjs=3,Yearly,100000.0,150000.0,125000.0,125000.0,120K - 150K
331,Cyber Associate Security Engineer,"$54,281 - $77,250 a year",New York City Department: Citywide Cybersecurity |...,"Manhattan, NY",,,"Familiarity with machine learning techniques and machine learning toolkits such as R, scikit-learn, etc.;
Our Software Engineering team develops, constructs,…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=49340bde4edca631&fccid=16d17114844c15d6&vjs=3,Yearly,54281.0,77250.0,65765.5,65765.5,50K - 70K
374,Data Solutions Engineer - Analytics Infrastructure,"$124,155 - $197,518 a year",Viome,"New York, NY",Temporarily remote,2.5,"NEW YORK, NY / ARTIFICIAL INTELLIGENCE / FULL-TIME.
In this role, you will have the opportunity to collaborate with domain experts in biology, data science, and…",26 days ago,2021-01-15,https://www.indeed.com/company/Viome/jobs/Data-Solution-Engineer-f65ff8cdb1cb9400?fccid=72af4da8a67eaaf4&vjs=3,Yearly,124155.0,197518.0,160836.5,160836.5,150K - 300K
404,Head of Partnerships and External Engagement,"$90,000 - $105,000 a year",MICRO,"Brooklyn, NY",Remote,3.7,"MICRO creates six-foot-tall museums that transform public spaces into interactive learning environments, increasing access for diverse populations and making…",Just posted,2021-01-15,https://www.indeed.com/rc/clk?jk=eef8b035b1e291c6&fccid=e327e073a6724051&vjs=3,Yearly,90000.0,105000.0,97500.0,97500.0,90K - 120K
438,Director of Engineering,"$125,000 - $175,000 a year",CatapultX,"New York, NY",Remote,,"This role requires hands on development experience developmenting high quality ad tech solutions.
Must have a passion for creating outstanding software…",1 day ago,2021-01-15,https://www.indeed.com/company/CatapultX/jobs/Director-Engineering-93766f579674be1f?fccid=3455cfd924d7212b&vjs=3,Yearly,125000.0,175000.0,150000.0,150000.0,120K - 150K
443,Chatbot Analyst / NLP engineer,$55 - $70 an hour,"AGM Tech Solutions, INC.","Clifton, NJ",Temporarily remote,,"1+ years' experience with machine learning.
Dialog engineering, testing, and training for continuous learning and improvement.
Job Types: Full-time, Contract.",15 days ago,2021-01-15,"https://www.indeed.com/company/AGM-Tech-Solutions,-INC./jobs/Chatbot-Analyst-40744e4967cabedb?fccid=71123ca81fc3003d&vjs=3",Hourly,55.0,70.0,62.5,152750.0,150K - 300K
463,S&OP Business Intelligence Analyst,"Up to $80,000 a year",L&R Distributors,"Brooklyn, NY",,3.4,"Knowledgeable about advanced analytics and able to guide investments in and collaborate on data science, machine learning, AI, and predictive analytics products…",Today,2021-01-15,https://www.indeed.com/rc/clk?jk=71d941a620132d2d&fccid=5fde0e94be39a64f&vjs=3,Yearly,80000.0,0.0,80000.0,80000.0,70K - 90K
478,Software Engineer - Ruby on Rails,"$105,000 - $130,000 a year",HiredVirtual,"New York, NY",Temporarily remote,,"Experienced software engineer - with high level technical skill.
Experience working closely across a variety of teams including product management, designers,…",30+ days ago,2021-01-15,https://www.indeed.com/company/Killington-Strategies/jobs/Software-Engineer-d50ba43dc97c02e5?fccid=2b083220f04bda7f&vjs=3,Yearly,105000.0,130000.0,117500.0,117500.0,90K - 120K
521,Sr. Data Scientist/Chatbot Analyst,$65 - $80 an hour,AGM Tech Solutions,"Florham Park, NJ",Temporarily remote,,"You will integrate and deploy machine learning models that deliver more personalized and automated customer experiences.
Knowledgeable with user centric design.",17 days ago,2021-01-15,"https://www.indeed.com/company/AGM-Tech-Solutions,-LLC/jobs/Senior-Data-Scientist-Chatbot-Analyst-271a673fbdf4c9f2?fccid=e7a7be52239a678b&vjs=3",Hourly,65.0,80.0,72.5,177190.0,150K - 300K
529,Senior Software Engineer,"$85,000 - $105,000 a year",Luma - The Interview Intelligence Platform,"New York, NY",Remote,,"Work on modern data infrastructure and advanced machine learning algorithms.
Design and implement features across the entire stack.",29 days ago,2021-01-15,https://www.indeed.com/company/High-Alpha/jobs/Senior-Software-Engineer-8ccd7aac994c1ce2?fccid=dacccd7df4cc22f2&vjs=3,Yearly,85000.0,105000.0,95000.0,95000.0,90K - 120K
629,PHP/LAMP Developer (3-5 yrs Experience),"$60,000 - $80,000 a year",Mindcircuit,"Long Island City, NY",Temporarily remote,,"Experience with data modelling and machine learning.
Ability to reverse engineer legacy projects within base company framework for maintenance and upgrades as…",10 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=bfc3bc10e8dafe1c&fccid=77dec3328983b54b&vjs=3,Yearly,60000.0,80000.0,70000.0,70000.0,50K - 70K
0,"Data Scientist, Augmented Data Analytics","$103,000 - $123,000 a year",Promethium,"Menlo Park, CA",Remote,,"Have a portfolio of data science applications / data visualization.
Have mastered sql and can navigate wide variety of data sets and tools.",7 days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B34fPbr9pyEWldMJ4927ZRLNQDvSh27wtX46x5nHVrl3RMRv84ZTnu_OHzjAXHiI9YhmDpNwha0GjF_YkvIfbL0TylYPaJZquILxBdxaBcoEkubRRxOXaNe4_HBgj7OuOQvu8Xkp26bT0R0wJF-UZg44NFzCs-ZYTdkhy4z-R2kQiAd6xo7y1SpHUVQxDqbxMIgonnC3rn3r_RRqpC0O7p5Euhbl67VDgKHkYkN-pg9VgVwMFboDrkPtTsX6EWPDKFn3U97EN5ShlzUeoH_g-Z_tEU33S4t9il57DG2SLT3qyFF5YvxKDIopbUXPJnFpH11aJsiwKiKqQTwJNALz0Tkde_jfDYwyil0FiRsRef0mOqEZmVWQq7FFXX2cj4zcEzyoZX-t8ThXeOBTNFikeJllvdaCzHZG22xLc0FwdK01zXoCAmWp_1B_lIQnUi7-QxWDxLHTaZcd7ofrjMKgowNAtiWfVrksWX7kwnveGqxw==&p=0&fvj=1&vjs=3,Yearly,103000.0,123000.0,113000.0,113000.0,90K - 120K
1,Data Scientist,"$250,000 - $375,000 a year",Blue Owl,"San Francisco, CA",Temporarily remote,,"We’re using rich customer insights, advanced technology and data science to build our cloud-native InsurTech solution.",30+ days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D3UvD5kBSgX9r9tFJCI4OL-41vvae__bcle4uMSq30h36AcPbHjl9bcVWQE4zSRT4EOgpM6LkPra63lxoEtVae-7wD-oUwUbBd1OZLV0EDBfVsDapnyVIX5sAVVSZi1JFDgw1-QU0Z_6h_hb3hkF0kGSe2adBRcLe-9dykDVUwA9_LgUuV-p7vSPZG1PunCyNTFRJkpxZj2rWmVtDm98rbpIfcyeJmd1X7xr4qUwFMjCQqpbNdwNZOVgoiS5TZlZPuBtue7u7e0oZxPpLywRd3E6BDHKIXJGk0yS9uiy0rpiKb5A_dBquTpf1d11zijfTq_yTjf809eg6FeOTfdXgQSWNXoPE_zJA67Bi9EDjh6s3ZATS7xtVeCsG84XAT5X_08mK_ezlLSZ7xm1-sGT33C18fArPgyrM2qMqLiZS_iR8ZoX2HEJbxV5XmF5mJOA10kmB47GUOwe1fFjNbpAHrb3oEPsXluPz_XHfGiyDIqwI9cpLZ5K0U5Suv533hewKl3Kkl8JFzbiyFbXlmGJSnKCKfsaXxkIA-4nFmLdjLBy5s-XK6A2wmhXBOtdH2ePgKq_JJwdq0pA==&p=1&fvj=0&vjs=3,Yearly,250000.0,375000.0,312500.0,312500.0,300K - 600K
6,Data Scientist,"$90,000 - $130,000 a year",Change Research,"San Francisco, CA",,4.5,"We offer competitive salaries, plus a flexible paid time off program, health, dental, and vision insurance, and company holidays.",17 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=7d2b790d1b5b751c&fccid=4376208985ead045&vjs=3,Yearly,90000.0,130000.0,110000.0,110000.0,90K - 120K
7,Data Science Chat Support - Summer Interns,$20 - $21 an hour,Berkeley Coding Academy,"Berkeley, CA",Remote,,"Pursuing Python, data science, or machine learning at the college level.
You don’t need to be an expert in data science.",Today,2021-01-15,https://www.indeed.com/company/Berkeley-Coding-Academy/jobs/Data-Science-Chat-Support-c8ec0e452bc010cd?fccid=733e73c48cfbf52a&vjs=3,Hourly,20.0,21.0,20.5,50102.0,50K - 70K
29,Senior Data Scientist,"$171,107 - $240,854 a year",GSR Business Services (P) Ltd,"San Francisco, CA",Temporarily remote,,"Degree, certification, or other demonstration of competency in relevant fields such as data science, computer science, engineering, applied sciences,…",1 day ago,2021-01-15,https://www.indeed.com/company/GSR-Business-Services-(P)-Ltd/jobs/Senior-Data-Scientist-f9daabca47124fa3?fccid=0bc4db86ba5f64ce&vjs=3,Yearly,171107.0,240854.0,205980.5,205980.5,150K - 300K
34,Data Science Instructor - Summer Interns,$20 - $21 an hour,Berkeley Coding Academy,"Berkeley, CA",Remote,,"Pursuing Python, data science, or machine learning at the college level.
Actively communicate and follow-up with students during project/problem-solving time to…",Today,2021-01-15,https://www.indeed.com/company/Berkeley-Coding-Academy/jobs/Data-Science-Instructor-08b262e659b798f4?fccid=733e73c48cfbf52a&vjs=3,Hourly,20.0,21.0,20.5,50102.0,50K - 70K
46,Senior Data Scientist,"From $100,000 a year",Fracta,"Redwood City, CA",,,"Knowledge and ability to deal with challenging data problems such as data mining, feature definition and ML-based data cleaning.",23 days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFNU-XGvVH4ms8gZvEYu5QTwolT_NJQ2IBf0DSlTIvOjWMGHOzFPFlQNJbS2gqI_h7y-rYz0XQyS6LgBeXFxto5aRFkUyNx6E2Hi7q3bzzspr81Z1gjTZqkGnN53ykJycvhCT9dx556XM0pNsR44HZnDEOBguzYtSy3xSwcbe2RCqxts__mw4YheVtqDpo2fRGM8TPB5Bw8Q4FGKF4_6YVSakgfBTIxXsjwWfHKlRUKfOTw4WKEOnI4z66fLnjYKENPG-_wWSuMuPjDSw93sI4-8CRsikPdeP_PI1tAb09gSyX87XvZR34gVOPk5WctHZB16JdoNFPgZMR2fYhSvrJxth_YxY7S2YERtIu0T0KCq1gEIL3O-Df19BtViwLlBin_jpUBEqVuPWl5Gyyp654ZkRW-87FVUxNSlyBI2NlrquR23M06Coi2do1Pink47esuW5jnfVJSkiekQ7gqz9rV8kv-A1F0tWSI6TNOqYCTfRwoyOzJ220vKwIbbCqCo19H77Up2WnUB6bPy86BOvVY8cuRcdZ3FwZIn5ip9z2_g==&p=1&fvj=1&vjs=3,Yearly,100000.0,0.0,100000.0,100000.0,90K - 120K
